skill_id,domain_slug,domain_label,domain_function,owner_role,capability,skill_name,description,business_requirement,trigger_signal,primary_output,success_metric,priority_tier,automation_level,prompt_seed
S0417,sales,Sales,pipeline creation and revenue closing,sales operator,Experiment Analysis,sales-experiment-analysis,Automate experiment analysis workflows for Sales.,Analyze experiment results and recommend actions for pipeline creation and revenue closing.,An experiment cycle closes in Sales.,Experiment readout with confidence and next action.,Time from experiment end to decision.,P2,L4,Act as a top-tier sales operator and execute Experiment Analysis for Sales.
S0418,sales,Sales,pipeline creation and revenue closing,sales operator,Customer Insight Mining,sales-customer-insight-mining,Automate customer insight mining workflows for Sales.,Mine customer signals and extract priorities for pipeline creation and revenue closing.,Signal volume from customers exceeds manual review in Sales.,Insight brief with ranked customer themes.,Insight-to-action conversion rate.,P2,L4,Act as a top-tier sales operator and execute Customer Insight Mining for Sales.
S0419,sales,Sales,pipeline creation and revenue closing,sales operator,Quality Gates,sales-quality-gates,Automate quality gates workflows for Sales.,Define and enforce quality gates for pipeline creation and revenue closing.,Defect rates exceed tolerance in Sales.,Quality gate policy with pass/fail thresholds.,Defects escaped beyond gate per period.,P2,L4,Act as a top-tier sales operator and execute Quality Gates for Sales.
S0420,sales,Sales,pipeline creation and revenue closing,sales operator,Incident Response,sales-incident-response,Automate incident response workflows for Sales.,Run incident triage and response workflows for pipeline creation and revenue closing.,A service or process incident hits Sales.,"Incident timeline, owner matrix, and resolution plan.",Mean time to resolve incidents.,P2,L4,Act as a top-tier sales operator and execute Incident Response for Sales.
S0421,sales,Sales,pipeline creation and revenue closing,sales operator,Risk Register,sales-risk-register,Automate risk register workflows for Sales.,Maintain a live risk register for pipeline creation and revenue closing.,New dependencies or threats emerge in Sales.,"Risk register with severity, owner, and mitigation.",Open high-risk items older than SLA.,P2,L4,Act as a top-tier sales operator and execute Risk Register for Sales.
S0422,sales,Sales,pipeline creation and revenue closing,sales operator,Compliance Controls,sales-compliance-controls,Automate compliance controls workflows for Sales.,Automate evidence collection and controls for pipeline creation and revenue closing.,Audit preparation starts in Sales.,Control checklist with linked evidence.,Control pass rate and audit findings count.,P2,L4,Act as a top-tier sales operator and execute Compliance Controls for Sales.
S0423,sales,Sales,pipeline creation and revenue closing,sales operator,Vendor Selection,sales-vendor-selection,Automate vendor selection workflows for Sales.,Run a structured vendor selection process for pipeline creation and revenue closing.,A new tool or service is needed in Sales.,Vendor comparison with weighted scoring.,Post-selection satisfaction and time-to-value.,P2,L4,Act as a top-tier sales operator and execute Vendor Selection for Sales.
S0424,sales,Sales,pipeline creation and revenue closing,sales operator,Vendor Scorecard,sales-vendor-scorecard,Automate vendor scorecard workflows for Sales.,Monitor vendor performance supporting pipeline creation and revenue closing.,Current vendors underperform against expectations in Sales.,Vendor scorecard with SLA and risk trend.,Vendor SLA adherence rate.,P2,L4,Act as a top-tier sales operator and execute Vendor Scorecard for Sales.
S0425,sales,Sales,pipeline creation and revenue closing,sales operator,Knowledge Management,sales-knowledge-management,Automate knowledge management workflows for Sales.,Build a searchable knowledge layer for pipeline creation and revenue closing.,Repeated questions create drag in Sales.,Indexed knowledge base with freshness policy.,Knowledge reuse rate and answer latency.,P2,L4,Act as a top-tier sales operator and execute Knowledge Management for Sales.
S0426,sales,Sales,pipeline creation and revenue closing,sales operator,Weekly Business Review,sales-weekly-business-review,Automate weekly business review workflows for Sales.,Automate weekly business review preparation for pipeline creation and revenue closing.,Weekly review cadence runs in Sales.,WBR packet with KPI deltas and decisions needed.,Review prep time and action closure rate.,P3,L5,Act as a top-tier sales operator and execute Weekly Business Review for Sales.
S0427,sales,Sales,pipeline creation and revenue closing,sales operator,Executive Memo,sales-executive-memo,Automate executive memo workflows for Sales.,Generate concise executive memos for pipeline creation and revenue closing.,Leadership asks for fast context on a topic in Sales.,Decision memo with options and recommendation.,Decision turnaround time.,P3,L5,Act as a top-tier sales operator and execute Executive Memo for Sales.
S0428,sales,Sales,pipeline creation and revenue closing,sales operator,Stakeholder Update,sales-stakeholder-update,Automate stakeholder update workflows for Sales.,Produce stakeholder-specific updates for pipeline creation and revenue closing.,Cross-functional stakeholders request status in Sales.,Segmented status updates with owner actions.,Stakeholder satisfaction with reporting clarity.,P3,L5,Act as a top-tier sales operator and execute Stakeholder Update for Sales.
S0429,sales,Sales,pipeline creation and revenue closing,sales operator,Project Recovery,sales-project-recovery,Automate project recovery workflows for Sales.,Detect and recover at-risk projects in pipeline creation and revenue closing.,A project misses milestone targets in Sales.,Recovery plan with rescope and timing options.,Recovery success rate within target window.,P3,L5,Act as a top-tier sales operator and execute Project Recovery for Sales.
S0430,sales,Sales,pipeline creation and revenue closing,sales operator,Capacity Planning,sales-capacity-planning,Automate capacity planning workflows for Sales.,Model workload and capacity for pipeline creation and revenue closing.,Demand outpaces team bandwidth in Sales.,Capacity model with bottleneck forecast.,Capacity utilization within target range.,P3,L5,Act as a top-tier sales operator and execute Capacity Planning for Sales.
S0431,sales,Sales,pipeline creation and revenue closing,sales operator,Cost Optimization,sales-cost-optimization,Automate cost optimization workflows for Sales.,Identify and execute cost reductions in pipeline creation and revenue closing.,Margin pressure rises in Sales.,Cost optimization plan with savings confidence.,Realized savings against target.,P3,L5,Act as a top-tier sales operator and execute Cost Optimization for Sales.
S0432,sales,Sales,pipeline creation and revenue closing,sales operator,Revenue Optimization,sales-revenue-optimization,Automate revenue optimization workflows for Sales.,Identify and execute revenue uplifts in pipeline creation and revenue closing.,Revenue targets are at risk in Sales.,Revenue uplift plan with testable hypotheses.,Incremental revenue attributable to interventions.,P3,L5,Act as a top-tier sales operator and execute Revenue Optimization for Sales.
S0433,sales,Sales,pipeline creation and revenue closing,sales operator,Cycle Time Reduction,sales-cycle-time-reduction,Automate cycle time reduction workflows for Sales.,Reduce end-to-end cycle time in pipeline creation and revenue closing.,Lead time exceeds acceptable SLA in Sales.,Bottleneck map with cycle-time interventions.,Median cycle-time reduction.,P3,L5,Act as a top-tier sales operator and execute Cycle Time Reduction for Sales.
S0434,sales,Sales,pipeline creation and revenue closing,sales operator,Churn Prevention,sales-churn-prevention,Automate churn prevention workflows for Sales.,Predict and prevent churn drivers in pipeline creation and revenue closing.,Retention metrics degrade in Sales.,Churn risk model with save playbooks.,Gross and net churn improvement.,P3,L5,Act as a top-tier sales operator and execute Churn Prevention for Sales.
S0435,sales,Sales,pipeline creation and revenue closing,sales operator,Enablement Program,sales-enablement-program,Automate enablement program workflows for Sales.,Create a repeatable enablement program for pipeline creation and revenue closing.,New team members ramp slowly in Sales.,Enablement curriculum with milestones.,Time-to-productivity for new operators.,P3,L5,Act as a top-tier sales operator and execute Enablement Program for Sales.
S0436,sales,Sales,pipeline creation and revenue closing,sales operator,Performance Management,sales-performance-management,Automate performance management workflows for Sales.,Operationalize performance reviews for pipeline creation and revenue closing.,Review cycles begin in Sales.,Performance packet with evidence and growth actions.,Performance goal completion rate.,P3,L5,Act as a top-tier sales operator and execute Performance Management for Sales.
S0437,sales,Sales,pipeline creation and revenue closing,sales operator,Root Cause Analysis,sales-root-cause-analysis,Automate root cause analysis workflows for Sales.,Run root-cause analysis for repeat failures in pipeline creation and revenue closing.,The same issue repeats in Sales.,RCA document with verified corrective actions.,Repeat incident rate after remediation.,P3,L5,Act as a top-tier sales operator and execute Root Cause Analysis for Sales.
S0438,sales,Sales,pipeline creation and revenue closing,sales operator,Decision Log,sales-decision-log,Automate decision log workflows for Sales.,Maintain a transparent decision log for pipeline creation and revenue closing.,Decision context is repeatedly lost in Sales.,"Decision log with date, context, owner, and rationale.",Decision traceability coverage.,P3,L5,Act as a top-tier sales operator and execute Decision Log for Sales.
S0439,sales,Sales,pipeline creation and revenue closing,sales operator,AI Ops Monitoring,sales-ai-ops-monitoring,Automate ai ops monitoring workflows for Sales.,Monitor AI workflow quality and drift in pipeline creation and revenue closing.,Agent performance becomes unstable in Sales.,AI operations dashboard with drift and failure alerts.,Automated workflow success rate with guardrails.,P3,L5,Act as a top-tier sales operator and execute AI Ops Monitoring for Sales.
S0440,sales,Sales,pipeline creation and revenue closing,sales operator,Continuous Improvement Loop,sales-continuous-improvement-loop,Automate continuous improvement loop workflows for Sales.,Run a continuous improvement loop for pipeline creation and revenue closing.,The team wants systematic optimization in Sales.,Improvement backlog with closed-loop learnings.,Quarter-over-quarter productivity uplift.,P3,L5,Act as a top-tier sales operator and execute Continuous Improvement Loop for Sales.
S0441,revenue-operations,Revenue Operations,revenue systems and process control,revops lead,Strategy Map,revenue-operations-strategy-map,Automate strategy map workflows for Revenue Operations.,Build and maintain a quarterly strategy map for revenue systems and process control.,A new planning cycle starts in Revenue Operations.,"A ranked strategy map with owners, risks, and milestones.",Strategic initiative on-time completion rate.,P1,L3,Act as a top-tier revops lead and execute Strategy Map for Revenue Operations.
S0442,revenue-operations,Revenue Operations,revenue systems and process control,revops lead,Goal Tree,revenue-operations-goal-tree,Automate goal tree workflows for Revenue Operations.,Translate company goals into a measurable goal tree for revenue systems and process control.,Leadership asks for clearer KPI alignment in Revenue Operations.,A goal tree mapping company goals to team KPIs.,Percent of KPIs traceable to company goals.,P1,L3,Act as a top-tier revops lead and execute Goal Tree for Revenue Operations.
S0443,revenue-operations,Revenue Operations,revenue systems and process control,revops lead,Operating Plan,revenue-operations-operating-plan,Automate operating plan workflows for Revenue Operations.,Create a 90-day operating plan for revenue systems and process control.,A team needs a quarter execution plan in Revenue Operations.,A 90-day operating plan with dependencies and deadlines.,Plan execution completion rate by milestone.,P1,L3,Act as a top-tier revops lead and execute Operating Plan for Revenue Operations.
S0444,revenue-operations,Revenue Operations,revenue systems and process control,revops lead,Budget Allocator,revenue-operations-budget-allocator,Automate budget allocator workflows for Revenue Operations.,Allocate budget across initiatives in revenue systems and process control using expected impact.,Budget planning or reforecast is requested for Revenue Operations.,Budget allocation table with expected ROI per initiative.,Variance between expected and realized ROI.,P1,L3,Act as a top-tier revops lead and execute Budget Allocator for Revenue Operations.
S0445,revenue-operations,Revenue Operations,revenue systems and process control,revops lead,Hiring Plan,revenue-operations-hiring-plan,Automate hiring plan workflows for Revenue Operations.,Define a hiring plan that supports priority outcomes in revenue systems and process control.,Headcount planning is requested for Revenue Operations.,"Role plan with timing, scorecards, and hiring owner.",Time-to-fill and quality-of-hire against target.,P1,L3,Act as a top-tier revops lead and execute Hiring Plan for Revenue Operations.
S0446,revenue-operations,Revenue Operations,revenue systems and process control,revops lead,Roadmap Prioritization,revenue-operations-roadmap-prioritization,Automate roadmap prioritization workflows for Revenue Operations.,Prioritize work in revenue systems and process control with clear cost-impact tradeoffs.,Backlog grows beyond delivery capacity in Revenue Operations.,Prioritized roadmap with rationale and cut lines.,High-priority delivery rate and cycle-time stability.,P1,L3,Act as a top-tier revops lead and execute Roadmap Prioritization for Revenue Operations.
S0447,revenue-operations,Revenue Operations,revenue systems and process control,revops lead,Workflow Design,revenue-operations-workflow-design,Automate workflow design workflows for Revenue Operations.,Design a standard workflow for repeatable work in revenue systems and process control.,Manual handoffs cause delays in Revenue Operations.,"Workflow spec with states, owners, and SLAs.",Workflow cycle-time reduction after rollout.,P1,L3,Act as a top-tier revops lead and execute Workflow Design for Revenue Operations.
S0448,revenue-operations,Revenue Operations,revenue systems and process control,revops lead,SOP Library,revenue-operations-sop-library,Automate sop library workflows for Revenue Operations.,Create and maintain SOPs for critical motions in revenue systems and process control.,Execution quality varies across operators in Revenue Operations.,Versioned SOP library with audit history.,SOP adoption rate and defect reduction.,P1,L3,Act as a top-tier revops lead and execute SOP Library for Revenue Operations.
S0449,revenue-operations,Revenue Operations,revenue systems and process control,revops lead,Automation Backlog,revenue-operations-automation-backlog,Automate automation backlog workflows for Revenue Operations.,Build an automation backlog ranked by impact in revenue systems and process control.,The team asks what to automate next in Revenue Operations.,"Automation backlog with effort, risk, and impact score.",Manual hours removed per sprint.,P1,L3,Act as a top-tier revops lead and execute Automation Backlog for Revenue Operations.
S0450,revenue-operations,Revenue Operations,revenue systems and process control,revops lead,Agent Orchestration,revenue-operations-agent-orchestration,Automate agent orchestration workflows for Revenue Operations.,Orchestrate AI agents for high-volume workflows in revenue systems and process control.,Workload spikes require parallel automation in Revenue Operations.,Agent workflow graph with fallback and retry policy.,Autonomous completion rate without human escalation.,P1,L3,Act as a top-tier revops lead and execute Agent Orchestration for Revenue Operations.
S0451,revenue-operations,Revenue Operations,revenue systems and process control,revops lead,Data Contracts,revenue-operations-data-contracts,Automate data contracts workflows for Revenue Operations.,Define enforceable data contracts used by revenue systems and process control.,Upstream data changes repeatedly break workflows in Revenue Operations.,Data contract registry with schema and ownership.,Data contract violation rate.,P2,L4,Act as a top-tier revops lead and execute Data Contracts for Revenue Operations.
S0452,revenue-operations,Revenue Operations,revenue systems and process control,revops lead,KPI Dashboard,revenue-operations-kpi-dashboard,Automate kpi dashboard workflows for Revenue Operations.,Build a live KPI dashboard for revenue systems and process control.,Leaders ask for real-time visibility in Revenue Operations.,Automated KPI dashboard with drill-downs.,Dashboard freshness and decision adoption rate.,P2,L4,Act as a top-tier revops lead and execute KPI Dashboard for Revenue Operations.
S0453,revenue-operations,Revenue Operations,revenue systems and process control,revops lead,Anomaly Detection,revenue-operations-anomaly-detection,Automate anomaly detection workflows for Revenue Operations.,Monitor metrics and detect anomalies in revenue systems and process control.,Unexpected swings are observed in Revenue Operations KPIs.,Alert pipeline with anomaly diagnostics.,Mean time to detect KPI anomalies.,P2,L4,Act as a top-tier revops lead and execute Anomaly Detection for Revenue Operations.
S0454,revenue-operations,Revenue Operations,revenue systems and process control,revops lead,Forecast Engine,revenue-operations-forecast-engine,Automate forecast engine workflows for Revenue Operations.,Forecast outcomes for revenue systems and process control with confidence bands.,Planning requires forward-looking estimates in Revenue Operations.,Rolling forecast with scenario assumptions.,Forecast accuracy against actual outcomes.,P2,L4,Act as a top-tier revops lead and execute Forecast Engine for Revenue Operations.
S0455,revenue-operations,Revenue Operations,revenue systems and process control,revops lead,Scenario Planning,revenue-operations-scenario-planning,Automate scenario planning workflows for Revenue Operations.,Model best/base/worst scenarios for revenue systems and process control.,A major decision requires downside analysis in Revenue Operations.,Scenario plan with trigger thresholds.,Decision lead time under uncertainty.,P2,L4,Act as a top-tier revops lead and execute Scenario Planning for Revenue Operations.
S0456,revenue-operations,Revenue Operations,revenue systems and process control,revops lead,Experiment Design,revenue-operations-experiment-design,Automate experiment design workflows for Revenue Operations.,Design statistically sound experiments for revenue systems and process control.,Competing hypotheses need validation in Revenue Operations.,Experiment protocol with success criteria.,Experiment velocity and decision quality.,P2,L4,Act as a top-tier revops lead and execute Experiment Design for Revenue Operations.
S0457,revenue-operations,Revenue Operations,revenue systems and process control,revops lead,Experiment Analysis,revenue-operations-experiment-analysis,Automate experiment analysis workflows for Revenue Operations.,Analyze experiment results and recommend actions for revenue systems and process control.,An experiment cycle closes in Revenue Operations.,Experiment readout with confidence and next action.,Time from experiment end to decision.,P2,L4,Act as a top-tier revops lead and execute Experiment Analysis for Revenue Operations.
S0458,revenue-operations,Revenue Operations,revenue systems and process control,revops lead,Customer Insight Mining,revenue-operations-customer-insight-mining,Automate customer insight mining workflows for Revenue Operations.,Mine customer signals and extract priorities for revenue systems and process control.,Signal volume from customers exceeds manual review in Revenue Operations.,Insight brief with ranked customer themes.,Insight-to-action conversion rate.,P2,L4,Act as a top-tier revops lead and execute Customer Insight Mining for Revenue Operations.
S0459,revenue-operations,Revenue Operations,revenue systems and process control,revops lead,Quality Gates,revenue-operations-quality-gates,Automate quality gates workflows for Revenue Operations.,Define and enforce quality gates for revenue systems and process control.,Defect rates exceed tolerance in Revenue Operations.,Quality gate policy with pass/fail thresholds.,Defects escaped beyond gate per period.,P2,L4,Act as a top-tier revops lead and execute Quality Gates for Revenue Operations.
S0460,revenue-operations,Revenue Operations,revenue systems and process control,revops lead,Incident Response,revenue-operations-incident-response,Automate incident response workflows for Revenue Operations.,Run incident triage and response workflows for revenue systems and process control.,A service or process incident hits Revenue Operations.,"Incident timeline, owner matrix, and resolution plan.",Mean time to resolve incidents.,P2,L4,Act as a top-tier revops lead and execute Incident Response for Revenue Operations.
S0461,revenue-operations,Revenue Operations,revenue systems and process control,revops lead,Risk Register,revenue-operations-risk-register,Automate risk register workflows for Revenue Operations.,Maintain a live risk register for revenue systems and process control.,New dependencies or threats emerge in Revenue Operations.,"Risk register with severity, owner, and mitigation.",Open high-risk items older than SLA.,P2,L4,Act as a top-tier revops lead and execute Risk Register for Revenue Operations.
S0462,revenue-operations,Revenue Operations,revenue systems and process control,revops lead,Compliance Controls,revenue-operations-compliance-controls,Automate compliance controls workflows for Revenue Operations.,Automate evidence collection and controls for revenue systems and process control.,Audit preparation starts in Revenue Operations.,Control checklist with linked evidence.,Control pass rate and audit findings count.,P2,L4,Act as a top-tier revops lead and execute Compliance Controls for Revenue Operations.
S0463,revenue-operations,Revenue Operations,revenue systems and process control,revops lead,Vendor Selection,revenue-operations-vendor-selection,Automate vendor selection workflows for Revenue Operations.,Run a structured vendor selection process for revenue systems and process control.,A new tool or service is needed in Revenue Operations.,Vendor comparison with weighted scoring.,Post-selection satisfaction and time-to-value.,P2,L4,Act as a top-tier revops lead and execute Vendor Selection for Revenue Operations.
S0464,revenue-operations,Revenue Operations,revenue systems and process control,revops lead,Vendor Scorecard,revenue-operations-vendor-scorecard,Automate vendor scorecard workflows for Revenue Operations.,Monitor vendor performance supporting revenue systems and process control.,Current vendors underperform against expectations in Revenue Operations.,Vendor scorecard with SLA and risk trend.,Vendor SLA adherence rate.,P2,L4,Act as a top-tier revops lead and execute Vendor Scorecard for Revenue Operations.
S0465,revenue-operations,Revenue Operations,revenue systems and process control,revops lead,Knowledge Management,revenue-operations-knowledge-management,Automate knowledge management workflows for Revenue Operations.,Build a searchable knowledge layer for revenue systems and process control.,Repeated questions create drag in Revenue Operations.,Indexed knowledge base with freshness policy.,Knowledge reuse rate and answer latency.,P2,L4,Act as a top-tier revops lead and execute Knowledge Management for Revenue Operations.
S0466,revenue-operations,Revenue Operations,revenue systems and process control,revops lead,Weekly Business Review,revenue-operations-weekly-business-review,Automate weekly business review workflows for Revenue Operations.,Automate weekly business review preparation for revenue systems and process control.,Weekly review cadence runs in Revenue Operations.,WBR packet with KPI deltas and decisions needed.,Review prep time and action closure rate.,P3,L5,Act as a top-tier revops lead and execute Weekly Business Review for Revenue Operations.
S0467,revenue-operations,Revenue Operations,revenue systems and process control,revops lead,Executive Memo,revenue-operations-executive-memo,Automate executive memo workflows for Revenue Operations.,Generate concise executive memos for revenue systems and process control.,Leadership asks for fast context on a topic in Revenue Operations.,Decision memo with options and recommendation.,Decision turnaround time.,P3,L5,Act as a top-tier revops lead and execute Executive Memo for Revenue Operations.
S0468,revenue-operations,Revenue Operations,revenue systems and process control,revops lead,Stakeholder Update,revenue-operations-stakeholder-update,Automate stakeholder update workflows for Revenue Operations.,Produce stakeholder-specific updates for revenue systems and process control.,Cross-functional stakeholders request status in Revenue Operations.,Segmented status updates with owner actions.,Stakeholder satisfaction with reporting clarity.,P3,L5,Act as a top-tier revops lead and execute Stakeholder Update for Revenue Operations.
S0469,revenue-operations,Revenue Operations,revenue systems and process control,revops lead,Project Recovery,revenue-operations-project-recovery,Automate project recovery workflows for Revenue Operations.,Detect and recover at-risk projects in revenue systems and process control.,A project misses milestone targets in Revenue Operations.,Recovery plan with rescope and timing options.,Recovery success rate within target window.,P3,L5,Act as a top-tier revops lead and execute Project Recovery for Revenue Operations.
S0470,revenue-operations,Revenue Operations,revenue systems and process control,revops lead,Capacity Planning,revenue-operations-capacity-planning,Automate capacity planning workflows for Revenue Operations.,Model workload and capacity for revenue systems and process control.,Demand outpaces team bandwidth in Revenue Operations.,Capacity model with bottleneck forecast.,Capacity utilization within target range.,P3,L5,Act as a top-tier revops lead and execute Capacity Planning for Revenue Operations.
S0471,revenue-operations,Revenue Operations,revenue systems and process control,revops lead,Cost Optimization,revenue-operations-cost-optimization,Automate cost optimization workflows for Revenue Operations.,Identify and execute cost reductions in revenue systems and process control.,Margin pressure rises in Revenue Operations.,Cost optimization plan with savings confidence.,Realized savings against target.,P3,L5,Act as a top-tier revops lead and execute Cost Optimization for Revenue Operations.
S0472,revenue-operations,Revenue Operations,revenue systems and process control,revops lead,Revenue Optimization,revenue-operations-revenue-optimization,Automate revenue optimization workflows for Revenue Operations.,Identify and execute revenue uplifts in revenue systems and process control.,Revenue targets are at risk in Revenue Operations.,Revenue uplift plan with testable hypotheses.,Incremental revenue attributable to interventions.,P3,L5,Act as a top-tier revops lead and execute Revenue Optimization for Revenue Operations.
S0473,revenue-operations,Revenue Operations,revenue systems and process control,revops lead,Cycle Time Reduction,revenue-operations-cycle-time-reduction,Automate cycle time reduction workflows for Revenue Operations.,Reduce end-to-end cycle time in revenue systems and process control.,Lead time exceeds acceptable SLA in Revenue Operations.,Bottleneck map with cycle-time interventions.,Median cycle-time reduction.,P3,L5,Act as a top-tier revops lead and execute Cycle Time Reduction for Revenue Operations.
S0474,revenue-operations,Revenue Operations,revenue systems and process control,revops lead,Churn Prevention,revenue-operations-churn-prevention,Automate churn prevention workflows for Revenue Operations.,Predict and prevent churn drivers in revenue systems and process control.,Retention metrics degrade in Revenue Operations.,Churn risk model with save playbooks.,Gross and net churn improvement.,P3,L5,Act as a top-tier revops lead and execute Churn Prevention for Revenue Operations.
S0475,revenue-operations,Revenue Operations,revenue systems and process control,revops lead,Enablement Program,revenue-operations-enablement-program,Automate enablement program workflows for Revenue Operations.,Create a repeatable enablement program for revenue systems and process control.,New team members ramp slowly in Revenue Operations.,Enablement curriculum with milestones.,Time-to-productivity for new operators.,P3,L5,Act as a top-tier revops lead and execute Enablement Program for Revenue Operations.
S0476,revenue-operations,Revenue Operations,revenue systems and process control,revops lead,Performance Management,revenue-operations-performance-management,Automate performance management workflows for Revenue Operations.,Operationalize performance reviews for revenue systems and process control.,Review cycles begin in Revenue Operations.,Performance packet with evidence and growth actions.,Performance goal completion rate.,P3,L5,Act as a top-tier revops lead and execute Performance Management for Revenue Operations.
S0477,revenue-operations,Revenue Operations,revenue systems and process control,revops lead,Root Cause Analysis,revenue-operations-root-cause-analysis,Automate root cause analysis workflows for Revenue Operations.,Run root-cause analysis for repeat failures in revenue systems and process control.,The same issue repeats in Revenue Operations.,RCA document with verified corrective actions.,Repeat incident rate after remediation.,P3,L5,Act as a top-tier revops lead and execute Root Cause Analysis for Revenue Operations.
S0478,revenue-operations,Revenue Operations,revenue systems and process control,revops lead,Decision Log,revenue-operations-decision-log,Automate decision log workflows for Revenue Operations.,Maintain a transparent decision log for revenue systems and process control.,Decision context is repeatedly lost in Revenue Operations.,"Decision log with date, context, owner, and rationale.",Decision traceability coverage.,P3,L5,Act as a top-tier revops lead and execute Decision Log for Revenue Operations.
S0479,revenue-operations,Revenue Operations,revenue systems and process control,revops lead,AI Ops Monitoring,revenue-operations-ai-ops-monitoring,Automate ai ops monitoring workflows for Revenue Operations.,Monitor AI workflow quality and drift in revenue systems and process control.,Agent performance becomes unstable in Revenue Operations.,AI operations dashboard with drift and failure alerts.,Automated workflow success rate with guardrails.,P3,L5,Act as a top-tier revops lead and execute AI Ops Monitoring for Revenue Operations.
S0480,revenue-operations,Revenue Operations,revenue systems and process control,revops lead,Continuous Improvement Loop,revenue-operations-continuous-improvement-loop,Automate continuous improvement loop workflows for Revenue Operations.,Run a continuous improvement loop for revenue systems and process control.,The team wants systematic optimization in Revenue Operations.,Improvement backlog with closed-loop learnings.,Quarter-over-quarter productivity uplift.,P3,L5,Act as a top-tier revops lead and execute Continuous Improvement Loop for Revenue Operations.
S0481,customer-success,Customer Success,customer value realization and expansion,customer success lead,Strategy Map,customer-success-strategy-map,Automate strategy map workflows for Customer Success.,Build and maintain a quarterly strategy map for customer value realization and expansion.,A new planning cycle starts in Customer Success.,"A ranked strategy map with owners, risks, and milestones.",Strategic initiative on-time completion rate.,P1,L3,Act as a top-tier customer success lead and execute Strategy Map for Customer Success.
S0482,customer-success,Customer Success,customer value realization and expansion,customer success lead,Goal Tree,customer-success-goal-tree,Automate goal tree workflows for Customer Success.,Translate company goals into a measurable goal tree for customer value realization and expansion.,Leadership asks for clearer KPI alignment in Customer Success.,A goal tree mapping company goals to team KPIs.,Percent of KPIs traceable to company goals.,P1,L3,Act as a top-tier customer success lead and execute Goal Tree for Customer Success.
S0483,customer-success,Customer Success,customer value realization and expansion,customer success lead,Operating Plan,customer-success-operating-plan,Automate operating plan workflows for Customer Success.,Create a 90-day operating plan for customer value realization and expansion.,A team needs a quarter execution plan in Customer Success.,A 90-day operating plan with dependencies and deadlines.,Plan execution completion rate by milestone.,P1,L3,Act as a top-tier customer success lead and execute Operating Plan for Customer Success.
S0484,customer-success,Customer Success,customer value realization and expansion,customer success lead,Budget Allocator,customer-success-budget-allocator,Automate budget allocator workflows for Customer Success.,Allocate budget across initiatives in customer value realization and expansion using expected impact.,Budget planning or reforecast is requested for Customer Success.,Budget allocation table with expected ROI per initiative.,Variance between expected and realized ROI.,P1,L3,Act as a top-tier customer success lead and execute Budget Allocator for Customer Success.
S0485,customer-success,Customer Success,customer value realization and expansion,customer success lead,Hiring Plan,customer-success-hiring-plan,Automate hiring plan workflows for Customer Success.,Define a hiring plan that supports priority outcomes in customer value realization and expansion.,Headcount planning is requested for Customer Success.,"Role plan with timing, scorecards, and hiring owner.",Time-to-fill and quality-of-hire against target.,P1,L3,Act as a top-tier customer success lead and execute Hiring Plan for Customer Success.
S0486,customer-success,Customer Success,customer value realization and expansion,customer success lead,Roadmap Prioritization,customer-success-roadmap-prioritization,Automate roadmap prioritization workflows for Customer Success.,Prioritize work in customer value realization and expansion with clear cost-impact tradeoffs.,Backlog grows beyond delivery capacity in Customer Success.,Prioritized roadmap with rationale and cut lines.,High-priority delivery rate and cycle-time stability.,P1,L3,Act as a top-tier customer success lead and execute Roadmap Prioritization for Customer Success.
S0487,customer-success,Customer Success,customer value realization and expansion,customer success lead,Workflow Design,customer-success-workflow-design,Automate workflow design workflows for Customer Success.,Design a standard workflow for repeatable work in customer value realization and expansion.,Manual handoffs cause delays in Customer Success.,"Workflow spec with states, owners, and SLAs.",Workflow cycle-time reduction after rollout.,P1,L3,Act as a top-tier customer success lead and execute Workflow Design for Customer Success.
S0488,customer-success,Customer Success,customer value realization and expansion,customer success lead,SOP Library,customer-success-sop-library,Automate sop library workflows for Customer Success.,Create and maintain SOPs for critical motions in customer value realization and expansion.,Execution quality varies across operators in Customer Success.,Versioned SOP library with audit history.,SOP adoption rate and defect reduction.,P1,L3,Act as a top-tier customer success lead and execute SOP Library for Customer Success.
S0489,customer-success,Customer Success,customer value realization and expansion,customer success lead,Automation Backlog,customer-success-automation-backlog,Automate automation backlog workflows for Customer Success.,Build an automation backlog ranked by impact in customer value realization and expansion.,The team asks what to automate next in Customer Success.,"Automation backlog with effort, risk, and impact score.",Manual hours removed per sprint.,P1,L3,Act as a top-tier customer success lead and execute Automation Backlog for Customer Success.
S0490,customer-success,Customer Success,customer value realization and expansion,customer success lead,Agent Orchestration,customer-success-agent-orchestration,Automate agent orchestration workflows for Customer Success.,Orchestrate AI agents for high-volume workflows in customer value realization and expansion.,Workload spikes require parallel automation in Customer Success.,Agent workflow graph with fallback and retry policy.,Autonomous completion rate without human escalation.,P1,L3,Act as a top-tier customer success lead and execute Agent Orchestration for Customer Success.
S0491,customer-success,Customer Success,customer value realization and expansion,customer success lead,Data Contracts,customer-success-data-contracts,Automate data contracts workflows for Customer Success.,Define enforceable data contracts used by customer value realization and expansion.,Upstream data changes repeatedly break workflows in Customer Success.,Data contract registry with schema and ownership.,Data contract violation rate.,P2,L4,Act as a top-tier customer success lead and execute Data Contracts for Customer Success.
